tr_loss;tr_acc;Val_acc;Val_acc0;Val_acc1;Val_loss;Test_acc;Test_acc0;Test_acc1;Test_loss
0.6565782427787781;0.5724397897720337;0.6389414072036743;0.8149253726005554;0.3298968970775604;0.6168549656867981;0.6219281554222107;0.7402985095977783;0.41237112879753113;0.6093364357948303
0.6104451417922974;0.5974516272544861;0.6465028524398804;0.8716418147087097;0.2525773048400879;0.6208601593971252;0.6521739363670349;0.8358209133148193;0.3298968970775604;0.6077196002006531
0.5962063074111938;0.6120811700820923;0.6370510458946228;0.7522388100624084;0.4329896867275238;0.5925599932670593;0.6351606845855713;0.7044776082038879;0.5103092789649963;0.5873453617095947
0.5761241316795349;0.6295422315597534;0.4688090980052948;0.20895522832870483;0.9123710989952087;0.7261039614677429;0.48582231998443604;0.22686567902565002;0.9278350472450256;0.7453874349594116
0.5246849060058594;0.6798017621040344;0.7372400760650635;0.8865671753883362;0.47422680258750916;0.5366591215133667;0.7240076065063477;0.8805969953536987;0.4484536051750183;0.5089839100837708
0.3948271572589874;0.7786691784858704;0.7504726052284241;0.9850746393203735;0.34020617604255676;0.6634942293167114;0.7410207986831665;0.9880596995353699;0.30927833914756775;0.6207172870635986
0.3603982925415039;0.8128834366798401;0.6502835750579834;0.9940298795700073;0.05154639109969139;0.9204885363578796;0.659735381603241;0.9970149397850037;0.07216494530439377;0.890292227268219
0.35130569338798523;0.8124114871025085;0.7240076065063477;0.9940298795700073;0.2525773048400879;0.7069039344787598;0.7315689921379089;0.9910447597503662;0.27835050225257874;0.6644034385681152
0.3313274681568146;0.8253893256187439;0.7296786308288574;0.9940298795700073;0.2680412232875824;0.7628949880599976;0.7258979082107544;0.9940298795700073;0.25773194432258606;0.7296556830406189
0.32245808839797974;0.8312883377075195;0.7107750773429871;0.9940298795700073;0.2164948433637619;0.7244246602058411;0.7088847160339355;0.9940298795700073;0.21134020388126373;0.7144946455955505
0.30761998891830444;0.8411986827850342;0.663516104221344;0.9940298795700073;0.08762886375188828;0.944425642490387;0.6805292963981628;0.9970149397850037;0.12886597216129303;0.9370558261871338
0.2999739348888397;0.8426144123077393;0.7920604944229126;0.9820895791053772;0.45876288414001465;0.5271586775779724;0.7769376635551453;0.9880596995353699;0.40721648931503296;0.5109129548072815
0.3013434410095215;0.8419065475463867;0.7485822439193726;0.9910447597503662;0.32474225759506226;0.6884119510650635;0.7334593534469604;0.9940298795700073;0.27835050225257874;0.6845776438713074
0.27689170837402344;0.8527607321739197;0.7920604944229126;0.9850746393203735;0.4536082446575165;0.5901243090629578;0.7750473022460938;0.9880596995353699;0.4020618498325348;0.5705789923667908
0.26663610339164734;0.8541764616966248;0.7561436891555786;0.9880596995353699;0.3505154550075531;0.7094599008560181;0.7315689921379089;0.9910447597503662;0.27835050225257874;0.7053397297859192
0.2567591965198517;0.8664464354515076;0.8034026622772217;0.9850746393203735;0.4845360815525055;0.5187905430793762;0.7920604944229126;0.9791044592857361;0.4639175236225128;0.5045226216316223
0.25148144364356995;0.8671543002128601;0.7882797718048096;0.9850746393203735;0.44329896569252014;0.5892773866653442;0.7731569409370422;0.9880596995353699;0.3969072103500366;0.5738703608512878
0.2516104280948639;0.8671543002128601;0.7731569409370422;0.9880596995353699;0.3969072103500366;0.6441789269447327;0.7542533278465271;0.9880596995353699;0.34536081552505493;0.6412824988365173
0.25075167417526245;0.8657385110855103;0.7580340504646301;0.9850746393203735;0.36082473397254944;0.6965901851654053;0.7448015213012695;0.9880596995353699;0.3195876181125641;0.6840909719467163
0.23239076137542725;0.8782444596290588;0.7637051343917847;0.9880596995353699;0.3711340129375458;0.6442915797233582;0.7561436891555786;0.9880596995353699;0.3505154550075531;0.6338589191436768
0.2213314324617386;0.8794242143630981;0.782608687877655;0.9880596995353699;0.42268040776252747;0.656477689743042;0.7542533278465271;0.9880596995353699;0.34536081552505493;0.6671966314315796
0.2277725338935852;0.8806040287017822;0.6824196577072144;0.9910447597503662;0.14432989060878754;0.9361861944198608;0.6786389350891113;0.9910447597503662;0.1340206116437912;0.9174935817718506
0.22390298545360565;0.8820198178291321;0.8638941645622253;0.9432836174964905;0.7216494679450989;0.30434244871139526;0.8601134419441223;0.9432836174964905;0.7113401889801025;0.31475570797920227
0.21888889372348785;0.8853232264518738;0.7920604944229126;0.9850746393203735;0.4536082446575165;0.585471510887146;0.7674858570098877;0.9880596995353699;0.3814432919025421;0.5919831395149231
0.22089862823486328;0.8843793869018555;0.8449905514717102;0.9820895791053772;0.6030927896499634;0.4180493950843811;0.8412098288536072;0.9791044592857361;0.5979381203651428;0.4003570079803467
0.21231824159622192;0.8883907198905945;0.7863894104957581;0.9880596995353699;0.4329896867275238;0.622008204460144;0.7561436891555786;0.9880596995353699;0.3505154550075531;0.6429049968719482
0.20310744643211365;0.8912222385406494;0.884688138961792;0.9611940383911133;0.7474226355552673;0.29432228207588196;0.8620038032531738;0.9402984976768494;0.7216494679450989;0.313397079706192
0.20875322818756104;0.8872109055519104;0.8317580819129944;0.9820895791053772;0.5670102834701538;0.49257761240005493;0.8260869979858398;0.9791044592857361;0.5567010045051575;0.4661863446235657
0.19979140162467957;0.8893345594406128;0.8109641075134277;0.9820895791053772;0.5103092789649963;0.5250627994537354;0.8109641075134277;0.9850746393203735;0.5051546096801758;0.4951871335506439
0.1921457201242447;0.8975932002067566;0.8506616353988647;0.967164158821106;0.6443299055099487;0.4009206295013428;0.8544423580169678;0.9761193990707397;0.6391752362251282;0.3795965015888214
0.18996460735797882;0.8945257067680359;0.8241966366767883;0.9820895791053772;0.5463917255401611;0.49748915433883667;0.8298677206039429;0.9850746393203735;0.5567010045051575;0.44695404171943665
0.18197551369667053;0.9053798913955688;0.8771266937255859;0.9701492786407471;0.7113401889801025;0.33127838373184204;0.8733459711074829;0.9701492786407471;0.7010309100151062;0.3149887025356293
0.18955913186073303;0.8940537571907043;0.8771266937255859;0.9761193990707397;0.7010309100151062;0.35737308859825134;0.8733459711074829;0.9791044592857361;0.6855669617652893;0.3346545100212097
0.17798815667629242;0.9042000770568848;0.880907416343689;0.9432836174964905;0.76804119348526;0.29884105920791626;0.8695652484893799;0.9432836174964905;0.737113356590271;0.30869412422180176
0.18677490949630737;0.9020764231681824;0.8563327193260193;0.9611940383911133;0.6701030731201172;0.3759108781814575;0.8638941645622253;0.9611940383911133;0.6907216310501099;0.33615991473197937
0.19380037486553192;0.8933458924293518;0.8431001901626587;0.9850746393203735;0.592783510684967;0.4028360843658447;0.8279773592948914;0.967164158821106;0.5824742317199707;0.3996356129646301
0.1795746088027954;0.9023123979568481;0.8884688019752502;0.9611940383911133;0.7577319145202637;0.2866029739379883;0.8676748871803284;0.9492537379264832;0.7216494679450989;0.31729450821876526
0.1753876507282257;0.9046719670295715;0.8563327193260193;0.9791044592857361;0.6391752362251282;0.41354355216026306;0.8506616353988647;0.9731343388557434;0.6340206265449524;0.3760733902454376
0.1690177172422409;0.9072675704956055;0.7807183265686035;0.9880596995353699;0.4175257682800293;0.6447368264198303;0.7769376635551453;0.9880596995353699;0.40721648931503296;0.6404877305030823
0.16597093641757965;0.9105709791183472;0.8449905514717102;0.9850746393203735;0.5979381203651428;0.46638429164886475;0.8393194675445557;0.9791044592857361;0.592783510684967;0.43044039607048035
0.16139917075634003;0.9138744473457336;0.8771266937255859;0.9641790986061096;0.7216494679450989;0.35888150334358215;0.8733459711074829;0.9582089781761169;0.7216494679450989;0.3471120595932007
0.16383229196071625;0.9093912243843079;0.8544423580169678;0.9791044592857361;0.6340206265449524;0.40633293986320496;0.8582230806350708;0.9761193990707397;0.6494845151901245;0.3525531589984894
0.16619691252708435;0.9084473848342896;0.8979206085205078;0.9611940383911133;0.7835051417350769;0.26833635568618774;0.8752363324165344;0.9432836174964905;0.7525773048400879;0.3000899851322174
0.167632058262825;0.9084473848342896;0.8884688019752502;0.9731343388557434;0.737113356590271;0.32318124175071716;0.8790170550346375;0.967164158821106;0.7216494679450989;0.3089696168899536
0.15447640419006348;0.9178857803344727;0.8676748871803284;0.9850746393203735;0.6597937941551208;0.402809202671051;0.8563327193260193;0.9701492786407471;0.6546391844749451;0.377240389585495
0.15571783483028412;0.9150542616844177;0.880907416343689;0.967164158821106;0.7268040776252747;0.310894250869751;0.8771266937255859;0.9611940383911133;0.7268040776252747;0.31271490454673767
0.1582796573638916;0.9138744473457336;0.8544423580169678;0.9731343388557434;0.6443299055099487;0.3849179446697235;0.8620038032531738;0.9701492786407471;0.6701030731201172;0.35550642013549805
0.1444612741470337;0.9207172989845276;0.8752363324165344;0.9641790986061096;0.7164947986602783;0.3361175060272217;0.8752363324165344;0.9611940383911133;0.7216494679450989;0.31749844551086426
0.1445828676223755;0.9218971133232117;0.8922495245933533;0.937313437461853;0.8092783093452454;0.2804783582687378;0.8676748871803284;0.9223880767822266;0.76804119348526;0.3030240833759308
0.1520242989063263;0.915998101234436;0.8487712740898132;0.9701492786407471;0.6340206265449524;0.41114017367362976;0.8525519967079163;0.9791044592857361;0.6288659572601318;0.3867322504520416
0.15218780934810638;0.911986768245697;0.8487712740898132;0.967164158821106;0.6391752362251282;0.4229636788368225;0.8525519967079163;0.9611940383911133;0.6597937941551208;0.4044804871082306
0.14175091683864594;0.9211891889572144;0.8449905514717102;0.9850746393203735;0.5979381203651428;0.4593968093395233;0.8412098288536072;0.9761193990707397;0.6030927896499634;0.4209778904914856
0.15006764233112335;0.9190655946731567;0.8827977776527405;0.9820895791053772;0.706185519695282;0.3524353802204132;0.8676748871803284;0.9701492786407471;0.6855669617652893;0.34943681955337524
0.14828862249851227;0.9223690032958984;0.8827977776527405;0.9731343388557434;0.7216494679450989;0.32842057943344116;0.8676748871803284;0.967164158821106;0.6907216310501099;0.32762610912323
0.14523258805274963;0.920245349407196;0.8941398859024048;0.9582089781761169;0.7783504724502563;0.2721092402935028;0.8884688019752502;0.9522387981414795;0.7731958627700806;0.2747892141342163
0.14050503075122833;0.9244926571846008;0.8336483836174011;0.9880596995353699;0.561855673789978;0.5026801824569702;0.8336483836174011;0.9791044592857361;0.5773195624351501;0.4840542674064636
0.14480502903461456;0.9183576703071594;0.8582230806350708;0.9820895791053772;0.6391752362251282;0.43444108963012695;0.8468809127807617;0.9731343388557434;0.623711347579956;0.41978365182876587
0.13663296401500702;0.9275601506233215;0.8903591632843018;0.9283581972122192;0.8195875883102417;0.2529989182949066;0.8865785002708435;0.9343283772468567;0.798969030380249;0.2828424870967865
0.14181433618068695;0.9216611385345459;0.8525519967079163;0.9791044592857361;0.6288659572601318;0.44715097546577454;0.8393194675445557;0.9731343388557434;0.6030927896499634;0.4411041736602783
0.12822802364826202;0.9292118549346924;0.8752363324165344;0.967164158821106;0.7113401889801025;0.3339274525642395;0.8676748871803284;0.9701492786407471;0.6855669617652893;0.3391558527946472
0.13000048696994781;0.9303916692733765;0.8582230806350708;0.9761193990707397;0.6494845151901245;0.3948589563369751;0.8544423580169678;0.9641790986061096;0.6597937941551208;0.3924553692340851
0.12512341141700745;0.9301556944847107;0.8827977776527405;0.9731343388557434;0.7216494679450989;0.3379378020763397;0.8620038032531738;0.9641790986061096;0.6804123520851135;0.3470797836780548
0.12875162065029144;0.9294478297233582;0.8884688019752502;0.9611940383911133;0.7577319145202637;0.28176775574684143;0.8827977776527405;0.9582089781761169;0.7474226355552673;0.30679237842559814
0.136257141828537;0.9280320405960083;0.8922495245933533;0.9283581972122192;0.8247422575950623;0.24646183848381042;0.8960302472114563;0.9343283772468567;0.8247422575950623;0.24080339074134827
0.13440145552158356;0.9266163110733032;0.9035916924476624;0.9462686777114868;0.8247422575950623;0.22665558755397797;0.8790170550346375;0.937313437461853;0.7731958627700806;0.28315380215644836
0.1309860646724701;0.9282680153846741;0.8676748871803284;0.9611940383911133;0.7010309100151062;0.3478742241859436;0.8695652484893799;0.9582089781761169;0.7113401889801025;0.34138384461402893
0.13019278645515442;0.9252005219459534;0.8922495245933533;0.9492537379264832;0.7886597514152527;0.265411913394928;0.8790170550346375;0.9343283772468567;0.7783504724502563;0.3012109696865082
0.12122128903865814;0.9362906813621521;0.8941398859024048;0.9701492786407471;0.7577319145202637;0.29723256826400757;0.8903591632843018;0.9641790986061096;0.7577319145202637;0.3087020814418793
0.11697175353765488;0.9355828166007996;0.8638941645622253;0.9791044592857361;0.6597937941551208;0.39295199513435364;0.8563327193260193;0.9791044592857361;0.6391752362251282;0.38127440214157104
0.12989479303359985;0.9285039901733398;0.8998109698295593;0.9641790986061096;0.7835051417350769;0.26856765151023865;0.8903591632843018;0.9641790986061096;0.7577319145202637;0.28868502378463745
0.11172749847173691;0.937942385673523;0.8998109698295593;0.9611940383911133;0.7886597514152527;0.2591002583503723;0.884688138961792;0.9522387981414795;0.7628865838050842;0.3095616400241852
0.12208365648984909;0.9306276440620422;0.8412098288536072;0.9820895791053772;0.592783510684967;0.4990479052066803;0.8355387449264526;0.9761193990707397;0.5876288414001465;0.4547642469406128
0.12242718786001205;0.9313355088233948;0.8468809127807617;0.9791044592857361;0.6134020686149597;0.45035555958747864;0.8336483836174011;0.9701492786407471;0.592783510684967;0.4635940194129944
0.11997669190168381;0.9296838045120239;0.8676748871803284;0.9791044592857361;0.6701030731201172;0.40278351306915283;0.8544423580169678;0.9611940383911133;0.6649484038352966;0.40146589279174805
0.11848461627960205;0.9336951375007629;0.8884688019752502;0.9611940383911133;0.7577319145202637;0.29982438683509827;0.8827977776527405;0.9552239179611206;0.7525773048400879;0.28404325246810913
0.1262962371110916;0.930863618850708;0.8960302472114563;0.967164158821106;0.76804119348526;0.2882864475250244;0.880907416343689;0.9582089781761169;0.7422680258750916;0.3053378164768219
0.1173451840877533;0.9360547065734863;0.9035916924476624;0.9492537379264832;0.8195875883102417;0.24472984671592712;0.8827977776527405;0.9432836174964905;0.7731958627700806;0.2963804602622986
0.1205940768122673;0.9344030022621155;0.8903591632843018;0.9731343388557434;0.7422680258750916;0.30313175916671753;0.8733459711074829;0.9611940383911133;0.7164947986602783;0.3447186350822449
0.12450484931468964;0.9289759397506714;0.8960302472114563;0.9701492786407471;0.7628865838050842;0.2873809337615967;0.8771266937255859;0.9641790986061096;0.7216494679450989;0.32413798570632935
0.12373179942369461;0.9315714836120605;0.9054820537567139;0.9194030165672302;0.876288652420044;0.20540159940719604;0.8865785002708435;0.9104477763175964;0.8402061462402344;0.259414404630661
0.11777686327695847;0.9344030022621155;0.9092627763748169;0.9552239179611206;0.8247422575950623;0.2480659782886505;0.8941398859024048;0.9552239179611206;0.7835051417350769;0.27086713910102844
0.11039390414953232;0.9398300647735596;0.9035916924476624;0.9462686777114868;0.8247422575950623;0.2470877468585968;0.884688138961792;0.9402984976768494;0.7835051417350769;0.3089129626750946
0.10412488877773285;0.9417177438735962;0.8733459711074829;0.9522387981414795;0.7319587469100952;0.34744465351104736;0.8752363324165344;0.967164158821106;0.7113401889801025;0.32984378933906555
0.11632829904556274;0.9365266561508179;0.8998109698295593;0.9611940383911133;0.7886597514152527;0.2663707733154297;0.8865785002708435;0.9522387981414795;0.76804119348526;0.28883248567581177
0.11186882853507996;0.9386503100395203;0.9054820537567139;0.9283581972122192;0.860824704170227;0.2272840291261673;0.9073724150657654;0.9432836174964905;0.8402061462402344;0.23441240191459656
0.12049600481987;0.9327512979507446;0.9054820537567139;0.967164158821106;0.7938144207000732;0.2561808228492737;0.8865785002708435;0.9492537379264832;0.7731958627700806;0.29007619619369507
0.1218080073595047;0.930863618850708;0.8922495245933533;0.967164158821106;0.7577319145202637;0.30598703026771545;0.8714556097984314;0.9582089781761169;0.7164947986602783;0.346084862947464
0.11964703351259232;0.9358187317848206;0.8903591632843018;0.9791044592857361;0.7319587469100952;0.3359573483467102;0.8695652484893799;0.967164158821106;0.6958762407302856;0.349813848733902
0.10337068885564804;0.9436054229736328;0.9035916924476624;0.9522387981414795;0.8144329786300659;0.24943147599697113;0.8903591632843018;0.9432836174964905;0.7938144207000732;0.27568328380584717
0.11727682501077652;0.9336951375007629;0.9035916924476624;0.904477596282959;0.8969072103500366;0.215043842792511;0.8941398859024048;0.9074627161026001;0.8659793734550476;0.25084254145622253
0.10469359904527664;0.9421896934509277;0.9035916924476624;0.9611940383911133;0.798969030380249;0.28970250487327576;0.8771266937255859;0.9552239179611206;0.737113356590271;0.3057224750518799
0.10610289871692657;0.9410098791122437;0.916824221611023;0.9402984976768494;0.8711339831352234;0.21226193010807037;0.8884688019752502;0.937313437461853;0.798969030380249;0.2638448476791382
0.10533395409584045;0.9395941495895386;0.8941398859024048;0.9611940383911133;0.7731958627700806;0.28518146276474;0.8657845258712769;0.9492537379264832;0.7164947986602783;0.3453412353992462
0.10195277631282806;0.9438413977622986;0.9054820537567139;0.9701492786407471;0.7886597514152527;0.27536541223526;0.8752363324165344;0.9552239179611206;0.7319587469100952;0.3255723714828491
0.11695588380098343;0.9365266561508179;0.8998109698295593;0.9134328365325928;0.8711339831352234;0.23718084394931793;0.8771266937255859;0.8925372958183289;0.8453608155250549;0.2819085717201233
0.10265053808689117;0.9388862252235413;0.8733459711074829;0.9731343388557434;0.6958762407302856;0.3838026821613312;0.8714556097984314;0.967164158821106;0.7010309100151062;0.3474423289299011
0.10285171866416931;0.9412458539009094;0.8941398859024048;0.9462686777114868;0.798969030380249;0.2658170461654663;0.8884688019752502;0.9522387981414795;0.7731958627700806;0.2838078439235687
0.1052759513258934;0.9398300647735596;0.8998109698295593;0.9582089781761169;0.7938144207000732;0.25657519698143005;0.8979206085205078;0.9552239179611206;0.7938144207000732;0.28136906027793884
0.10184380412101746;0.9447852373123169;0.9054820537567139;0.937313437461853;0.8453608155250549;0.23181842267513275;0.8998109698295593;0.9432836174964905;0.8195875883102417;0.2580126225948334
0.10380822420120239;0.9417177438735962;0.8941398859024048;0.9522387981414795;0.7886597514152527;0.2980639934539795;0.8884688019752502;0.9522387981414795;0.7731958627700806;0.2976457476615906
0.09742937237024307;0.9454931616783142;0.8941398859024048;0.9701492786407471;0.7577319145202637;0.3139474093914032;0.8884688019752502;0.9582089781761169;0.7628865838050842;0.3046928644180298
0.1038539856672287;0.9405379891395569;0.916824221611023;0.9522387981414795;0.8505154252052307;0.2327667623758316;0.8865785002708435;0.9253731369972229;0.8144329786300659;0.2842426896095276
